term,beverage_type,category,job_id,item_id,row_index,source_id,status,attempt_count,last_error,result_json,reported_at,completed_at
Deaeration,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Deaeration,389,Deaeration,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:44+00:00
Browning,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Browning,390,Browning,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:45+00:00
Ascorbate,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Ascorbate,391,Ascorbate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:44+00:00
Citric,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Citric,392,Citric,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:46+00:00
Tartaric,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Tartaric,393,Tartaric,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:46+00:00
Turbidity,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Turbidity,394,Turbidity,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:47+00:00
Sedimentation,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sedimentation,395,Sedimentation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:48+00:00
Retort,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Retort,396,Retort,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:49+00:00
Chiller,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Chiller,397,Chiller,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:49+00:00
Conveyor,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Conveyor,398,Conveyor,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:49+00:00
Mouthfeel,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Mouthfeel,399,Mouthfeel,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:50+00:00
Flavor,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Flavor,400,Flavor,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:52+00:00
Color,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Color,401,Color,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:51+00:00
Hue,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hue,402,Hue,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:53+00:00
Pomace,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Pomace,403,Pomace,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:55+00:00
Coldpress,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Coldpress,404,Coldpress,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:56+00:00
Juiciness,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Juiciness,405,Juiciness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:57+00:00
Ripening,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Ripening,406,Ripening,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:53:57+00:00
Storage,juice,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Storage,407,Storage,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:07+00:00
Labeling,juice,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Labeling,408,Labeling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:06+00:00
Distribution,juice,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Distribution,409,Distribution,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:07+00:00
Refreshment,juice,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Refreshment,410,Refreshment,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:17+00:00
Casein,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Casein,411,Casein,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:18+00:00
Lactose,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Lactose,412,Lactose,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:18+00:00
Lactase,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Lactase,413,Lactase,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:27+00:00
Whey,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Whey,414,Whey,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:29+00:00
Curd,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Curd,415,Curd,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:28+00:00
Creamline,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Creamline,416,Creamline,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:37+00:00
Homogenization,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Homogenization,417,Homogenization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:39+00:00
Uht,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Uht,418,Uht,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:36+00:00
Skimming,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Skimming,419,Skimming,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:38+00:00
Rennet,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Rennet,420,Rennet,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:39+00:00
Coagulation,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Coagulation,421,Coagulation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:40+00:00
Curdling,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Curdling,422,Curdling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:40+00:00
Churning,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Churning,423,Churning,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:41+00:00
Culturing,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Culturing,424,Culturing,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:42+00:00
Probiotic,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Probiotic,425,Probiotic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:42+00:00
Thermization,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Thermization,426,Thermization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:43+00:00
Ultraheat,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Ultraheat,427,Ultraheat,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:44+00:00
Microfiltration,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Microfiltration,428,Microfiltration,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:44+00:00
Separation,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Separation,429,Separation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:45+00:00
Creaming,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Creaming,430,Creaming,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:46+00:00
Lipolysis,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Lipolysis,431,Lipolysis,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:47+00:00
Proteolysis,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Proteolysis,432,Proteolysis,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:48+00:00
Gelation,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Gelation,433,Gelation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:48+00:00
Syneresis,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Syneresis,434,Syneresis,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:51+00:00
Lactation,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Lactation,435,Lactation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:51+00:00
Colostrum,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Colostrum,436,Colostrum,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:52+00:00
Mastitis,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Mastitis,437,Mastitis,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:55+00:00
Caseinate,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Caseinate,438,Caseinate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:55+00:00
Buttermilk,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Buttermilk,439,Buttermilk,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:55+00:00
Kefir,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Kefir,440,Kefir,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:57+00:00
Yogurt,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Yogurt,441,Yogurt,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:58+00:00
Laban,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Laban,442,Laban,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:57+00:00
Holstein,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Holstein,443,Holstein,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:58+00:00
Jersey,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Jersey,444,Jersey,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:54:59+00:00
Guernsey,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Guernsey,445,Guernsey,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:00+00:00
Buffalo,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Buffalo,446,Buffalo,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:10+00:00
Caprine,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Caprine,447,Caprine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:10+00:00
Ovine,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Ovine,448,Ovine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:10+00:00
Bovine,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Bovine,449,Bovine,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:20+00:00
Silage,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Silage,450,Silage,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:20+00:00
Feedlot,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Feedlot,451,Feedlot,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:21+00:00
Milkshed,milk,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Milkshed,452,Milkshed,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:31+00:00
Foaming,milk,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Foaming,453,Foaming,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:30+00:00
Texturization,milk,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Texturization,454,Texturization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:31+00:00
Pasteurizer,milk,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Pasteurizer,455,Pasteurizer,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:36+00:00
Aquifer,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Aquifer,456,Aquifer,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:37+00:00
Alkalinity,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Alkalinity,457,Alkalinity,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:37+00:00
Hardness,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hardness,458,Hardness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:38+00:00
Softness,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Softness,459,Softness,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:38+00:00
Mineralization,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Mineralization,460,Mineralization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:39+00:00
Conductivity,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Conductivity,461,Conductivity,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:40+00:00
Bicarbonate,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Bicarbonate,462,Bicarbonate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:40+00:00
Calcium,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Calcium,463,Calcium,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:41+00:00
Magnesium,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Magnesium,464,Magnesium,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:42+00:00
Sodium,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Sodium,465,Sodium,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:43+00:00
Potassium,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Potassium,466,Potassium,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:44+00:00
Sulfate,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sulfate,467,Sulfate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:45+00:00
Chloride,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Chloride,468,Chloride,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:46+00:00
Silica,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Silica,469,Silica,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:45+00:00
Fluoride,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Fluoride,470,Fluoride,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:47+00:00
Nitrate,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Nitrate,471,Nitrate,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:47+00:00
Nitrite,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Nitrite,472,Nitrite,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:48+00:00
Arsenic,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Arsenic,473,Arsenic,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:49+00:00
Manganese,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Manganese,474,Manganese,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:49+00:00
Iron,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Iron,475,Iron,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:50+00:00
Potability,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Potability,476,Potability,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:52+00:00
Disinfection,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Disinfection,477,Disinfection,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:55+00:00
Chlorination,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Chlorination,478,Chlorination,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:55+00:00
Ozonation,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Ozonation,479,Ozonation,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:56+00:00
Ultraviolet,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Ultraviolet,480,Ultraviolet,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:56+00:00
Membrane,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Membrane,481,Membrane,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:57+00:00
Remineralization,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Remineralization,482,Remineralization,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:58+00:00
Sparkling,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Sparkling,483,Sparkling,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:55:58+00:00
Stillwater,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Stillwater,484,Stillwater,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:00+00:00
Springwater,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Springwater,485,Springwater,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:12+00:00
Glacial,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Glacial,486,Glacial,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:12+00:00
Artesian,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Artesian,487,Artesian,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:13+00:00
Groundwater,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Groundwater,488,Groundwater,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:22+00:00
Watershed,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Watershed,489,Watershed,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:23+00:00
Catchment,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Catchment,490,Catchment,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:23+00:00
Runoff,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Runoff,491,Runoff,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:32+00:00
Recharge,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Recharge,492,Recharge,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:33+00:00
Hydrology,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Hydrology,493,Hydrology,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:34+00:00
Hydrogeology,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Hydrogeology,494,Hydrogeology,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:39+00:00
Desalination,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Desalination,495,Desalination,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:36+00:00
Brackish,water,production style,c9e9a92c-9d73-43ca-947c-45fac197e608,Brackish,496,Brackish,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:37+00:00
Salinity,water,variety of source ingredient,c9e9a92c-9d73-43ca-947c-45fac197e608,Salinity,497,Salinity,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:38+00:00
Palatability,water,terroir,c9e9a92c-9d73-43ca-947c-45fac197e608,Palatability,498,Palatability,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:38+00:00
Purity,water,location,c9e9a92c-9d73-43ca-947c-45fac197e608,Purity,499,Purity,failed,1,worker finished without calling report_agent_job_result,,,2026-03-07T07:56:40+00:00
